Current Time,Boolean Array (Before),Vibration Start Times (Before),Difference (Each Index),Dynamic Intervals (Each Index),Elapsed Times (Each Index),Is Changed By Algo (Each Index),Boolean Array (After),Vibration Start Times (After)
1711609647.670496,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0,0.10140395164489746,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.670496,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0,0.10140395164489746,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.670496,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0,0.10140395164489746,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.670496,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0,0.10140395164489746,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.670496,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0,0.10140395164489746,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.670496,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0,0.10140395164489746,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.7291808,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0.0,0.16008877754211426,True,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.7291808,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0,0.16008877754211426,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.7291808,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0,0.16008877754211426,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.7291808,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0,0.16008877754211426,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.7291808,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0,0.16008877754211426,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.7291808,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0,0.16008877754211426,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.7291808,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0,0.16008877754211426,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.7291808,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0,0.16008877754211426,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.7291808,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0,0.16008877754211426,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.7291808,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0,0.16008877754211426,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.7291808,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0,0.16008877754211426,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.7291808,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0,0.16008877754211426,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.7291808,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0,0.16008877754211426,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.7291808,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0,0.16008877754211426,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.7291808,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0,0.16008877754211426,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.7291808,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0,0.16008877754211426,False,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
1711609647.781513,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609647.7291808, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]",0,0.0,0.052332162857055664,True,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1711609648.696459, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092, 1711609647.569092]"
